Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
87,Leon Clarke\Leon-Clarke,eng ENG,FWMF,Sheffield Utd,34,1985,0.4,12.5,17.5,71.4,182.5,17.5,10.0,12.5,80.0,2.50,5.00,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
88,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,29,1989,10.8,33.9,43.4,78.0,550.4,182.4,18.5,20.2,91.7,10.6,13.2,80.4,3.15,7.69,41.0,0.00,0.05,-0.05,1.30,3.24,1.20,0.37,4.17,Matches
89,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,26,1993,38.0,40.3,46.9,85.9,1116.7,393.4,5.92,6.42,92.2,20.2,21.4,94.2,13.9,18.4,75.5,0.00,0.02,-0.02,0.13,3.03,0.18,0.00,1.39,Matches
90,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,30,1988,20.4,39.9,51.9,76.8,705.8,300.0,19.0,21.2,89.8,16.6,21.0,79.0,3.73,7.01,53.1,0.05,0.03,0.02,0.39,3.24,0.64,0.20,3.92,Matches
91,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,19,2000,14.0,9.00,11.6,77.3,124.2,17.3,5.43,6.57,82.6,2.21,2.79,79.5,0.50,0.79,63.6,0.07,0.02,0.05,0.43,0.43,0.14,0.00,0.71,Matches
92,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,22,1997,15.0,37.3,47.9,77.9,744.0,219.5,15.1,18.1,83.4,16.3,19.3,84.1,5.53,8.67,63.8,0.00,0.07,-0.07,0.87,4.07,0.73,0.07,4.33,Matches
93,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,28,1991,27.0,36.8,45.3,81.3,841.5,278.0,7.56,8.70,86.8,21.6,24.2,89.4,7.37,11.6,63.8,0.00,0.01,-0.01,0.11,1.81,0.11,0.00,2.07,Matches
94,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,30,1989,29.0,25.6,32.2,79.6,429.1,95.5,12.7,14.6,87.2,8.83,10.9,80.8,2.90,4.52,64.1,0.00,0.02,-0.02,0.34,1.90,0.31,0.03,2.10,Matches
95,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,29,1989,30.3,41.0,55.5,73.8,713.9,353.2,20.4,22.4,91.2,15.6,19.8,79.0,4.32,10.4,41.6,0.00,0.06,-0.06,0.76,3.76,0.73,0.50,4.06,Matches
96,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Wolves,21,1998,3.3,11.5,17.0,67.9,147.9,20.3,7.58,10.0,75.8,3.33,4.85,68.8,0.00,1.52,0.0,0.00,0.00,0.00,0.30,0.61,0.00,0.00,0.30,Matches
97,Diogo Dalot\Diogo-Dalot,pt POR,DF,Manchester Utd,20,1999,0.7,72.9,91.4,79.7,1267.1,354.3,34.3,38.6,88.9,30.0,35.7,84.0,7.14,14.3,50.0,0.00,0.00,0.00,0.00,1.43,0.00,0.00,2.86,Matches
98,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,32,1986,1.4,25.0,35.0,71.4,500.0,232.9,9.29,10.0,92.9,9.29,12.9,72.2,4.29,10.0,42.9,0.00,0.07,-0.07,1.43,2.86,0.71,0.71,1.43,Matches
99,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,32,1987,14.1,32.7,39.4,83.1,698.0,291.3,9.86,11.3,86.9,16.5,18.2,90.7,5.82,8.58,67.8,0.07,0.03,0.04,0.35,1.70,0.00,0.00,1.99,Matches
100,Kevin Danso\Kevin-Danso,at AUT,DF,Southampton,20,1998,3.1,37.1,51.3,72.3,661.6,291.9,19.0,21.9,86.8,13.9,17.1,81.1,4.19,11.3,37.1,0.32,0.06,0.26,0.32,3.23,0.65,0.32,2.58,Matches
101,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,26,1993,15.9,45.9,60.1,76.4,825.8,333.0,18.9,21.9,86.5,22.0,27.8,79.2,4.09,7.92,51.6,0.00,0.04,-0.04,0.63,3.90,0.57,0.38,4.34,Matches
102,Tom Davies\Tom-Davies,eng ENG,MF,Everton,21,1998,22.5,30.3,38.7,78.3,589.8,179.4,11.7,14.4,81.5,13.9,16.0,86.9,4.31,6.71,64.2,0.00,0.01,-0.01,0.22,3.69,0.71,0.00,4.93,Matches
103,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,21,1998,6.1,17.5,23.3,75.4,241.8,33.0,10.7,13.4,79.3,4.92,6.72,73.2,1.15,1.31,87.5,0.00,0.03,-0.03,1.15,1.15,0.33,0.00,1.31,Matches
104,Craig Dawson\Craig-Dawson,eng ENG,DF,Watford,29,1990,26.2,27.8,34.7,80.3,669.5,220.0,7.21,8.24,87.5,12.7,14.3,89.1,7.71,11.6,66.7,0.00,0.01,-0.01,0.15,2.10,0.08,0.00,1.72,Matches
105,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,28,1991,31.0,54.0,72.4,74.6,1117.4,338.6,20.5,24.7,82.7,23.1,28.4,81.5,9.58,16.4,58.6,0.65,0.59,0.05,4.23,5.65,3.90,0.58,8.42,Matches
106,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,31,1988,24.7,16.4,28.6,57.3,252.1,83.4,9.35,14.1,66.2,5.43,10.0,54.3,1.05,2.51,41.9,0.08,0.15,-0.06,1.09,2.02,1.01,0.04,2.83,Matches
107,Fabian Delph\Fabian-Delph,eng ENG,MF,Everton,29,1989,13.2,51.2,58.9,86.9,1061.7,268.5,18.8,20.4,92.2,22.3,24.5,91.3,9.55,12.9,74.1,0.00,0.02,-0.02,0.45,4.62,1.14,0.30,4.70,Matches
108,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,24,1995,31.1,35.0,41.3,84.7,709.4,156.9,12.3,14.7,83.8,16.9,18.9,89.5,5.47,6.53,83.7,0.00,0.02,-0.02,0.23,1.77,0.13,0.03,1.86,Matches
109,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,25,1994,23.3,25.9,35.3,73.3,437.4,109.7,13.1,15.5,84.3,8.76,11.0,79.7,2.92,5.67,51.5,0.21,0.20,0.02,1.93,1.29,1.29,0.09,2.53,Matches
110,Eric Dier\Eric-Dier,eng ENG,DFMF,Tottenham,25,1994,14.9,47.9,58.8,81.4,1035.2,287.4,14.8,17.2,86.0,23.4,27.0,86.6,8.79,13.2,66.5,0.13,0.01,0.13,0.27,3.76,0.20,0.00,2.89,Matches
111,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,26,1993,33.7,40.1,57.7,69.5,769.2,337.1,18.1,21.8,82.9,15.9,21.1,75.2,5.79,12.4,46.5,0.21,0.18,0.03,2.08,2.91,1.22,0.71,4.48,Matches
112,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,28,1991,38.0,73.4,81.2,90.5,1720.4,485.3,16.7,17.8,93.5,40.4,42.6,94.9,16.0,20.2,79.2,0.03,0.03,-0.01,0.18,5.97,0.24,0.00,4.05,Matches
113,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,22,1997,30.7,24.6,30.9,79.6,504.9,183.6,8.57,9.51,90.1,11.0,12.7,86.4,4.46,7.36,60.6,0.03,0.03,0.00,0.13,1.66,0.07,0.00,1.21,Matches
114,Moussa Djenepo\Moussa-Djenepo,ml MLI,MFDF,Southampton,21,1998,10.3,18.5,25.6,72.3,265.8,87.0,11.2,13.1,85.2,5.53,7.67,72.2,1.07,2.82,37.9,0.19,0.13,0.07,1.26,1.07,1.46,0.19,2.82,Matches
115,Matt Doherty\Matt-Doherty,ie IRL,DF,Wolves,27,1992,31.5,43.5,56.9,76.4,711.1,287.4,23.2,27.2,85.3,15.4,20.6,74.7,3.87,6.44,60.1,0.10,0.06,0.04,0.73,2.73,0.57,0.29,4.83,Matches
116,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,26,1993,35.1,37.1,47.2,78.5,624.9,137.3,18.0,21.5,83.7,14.4,17.5,82.2,3.45,5.04,68.4,0.06,0.07,-0.02,0.94,3.42,0.94,0.11,3.11,Matches
117,Thomas Doyle\Thomas-Doyle,eng ENG,MFFW,Manchester City,17,2001,0.2,95.0,95.0,100.0,1395.0,130.0,55.0,55.0,100.0,35.0,35.0,100.0,5.00,5.00,100.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,Matches
118,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Burnley,29,1990,0.6,18.3,33.3,55.0,305.0,65.0,8.33,11.7,71.4,10.0,11.7,85.7,0.00,5.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,Matches
119,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Aston Villa,29,1990,2.9,46.9,57.6,81.4,909.7,194.8,19.7,24.5,80.3,17.6,18.6,94.4,8.97,12.1,74.3,0.00,0.00,0.00,0.34,5.52,0.34,0.00,3.45,Matches
120,Josip Drmiæ\Josip-Drmic,ch SUI,FWMF,Norwich City,26,1992,7.2,17.4,22.8,76.2,232.5,26.0,11.3,12.8,88.0,4.44,6.11,72.7,0.69,1.94,35.7,0.00,0.06,-0.06,0.42,0.69,0.00,0.00,0.69,Matches
121,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,30,1989,38.0,15.7,28.8,54.4,676.3,507.3,1.26,1.29,98.0,4.92,5.05,97.4,9.39,22.3,42.1,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,Matches
122,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Norwich City,24,1994,8.0,37.3,47.8,78.0,596.3,148.0,21.3,23.9,89.0,10.0,12.3,81.6,4.25,8.25,51.5,0.00,0.13,-0.13,1.75,2.13,1.25,0.25,2.88,Matches
123,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,27,1992,13.8,37.3,44.4,84.0,878.1,253.4,9.28,10.4,89.5,19.7,21.9,90.1,7.97,11.4,70.1,0.00,0.00,0.00,0.07,1.88,0.29,0.00,1.67,Matches
124,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,27,1991,13.6,26.3,36.9,71.3,499.8,248.4,10.6,12.4,85.7,12.2,14.6,83.8,3.31,8.97,36.9,0.00,0.01,-0.01,0.29,3.24,0.29,0.22,1.99,Matches
125,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,27,1991,35.9,53.3,61.1,87.3,1254.6,375.2,12.6,13.8,90.7,28.9,30.2,95.8,11.5,16.4,70.1,0.08,0.03,0.05,0.31,3.65,0.14,0.00,2.28,Matches
126,Ederson\Ederson,br BRA,GK,Manchester City,25,1993,34.1,27.2,31.2,87.2,688.4,388.7,5.40,5.43,99.5,14.7,14.8,99.2,7.04,10.9,64.7,0.00,0.00,-0.00,0.03,0.32,0.00,0.00,0.00,Matches
127,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,26,1992,35.4,28.7,34.3,83.8,682.2,183.8,7.18,7.99,89.8,14.1,15.7,89.9,7.18,10.0,71.5,0.00,0.00,-0.00,0.03,1.89,0.06,0.00,1.84,Matches
128,Harvey Elliot\Harvey-Elliot,eng ENG,DF,Liverpool,16,2003,0.1,120.0,150.0,80.0,2040.0,790.0,70.0,70.0,100.0,40.0,50.0,80.0,10.0,30.0,33.3,0.00,0.00,0.00,0.00,20.0,10.0,10.0,10.0,Matches
129,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,31,1987,11.5,42.1,55.0,76.5,811.6,322.9,18.3,20.2,90.9,16.4,21.0,78.4,6.78,12.0,56.5,0.09,0.23,-0.14,1.65,3.83,1.91,1.39,3.74,Matches
130,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,24,1994,16.1,31.2,37.6,83.1,740.8,240.9,7.70,8.76,87.9,16.3,18.0,91.0,7.02,10.4,67.3,0.00,0.01,-0.01,0.06,2.86,0.06,0.06,2.17,Matches
131,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,27,1992,12.2,45.0,60.9,73.9,831.6,227.1,22.3,25.9,86.1,15.2,19.8,77.2,6.89,13.7,50.3,0.16,0.16,0.00,1.89,4.67,1.80,0.08,4.67,Matches
132,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,31,1988,37.6,55.5,63.1,88.0,1253.7,366.2,12.0,12.9,92.6,33.5,36.0,93.1,9.87,13.8,71.6,0.03,0.02,0.01,0.19,3.83,0.13,0.03,3.11,Matches
133,£ukasz Fabiañski\Lukasz-Fabianski,pl POL,GK,West Ham,34,1985,23.5,16.1,28.6,56.3,731.7,566.8,1.06,1.06,100.0,3.87,3.96,97.8,11.1,23.4,47.4,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,Matches
134,Fabinho\Fabinho,br BRA,MF,Liverpool,25,1993,23.1,57.7,66.1,87.3,1171.6,231.5,19.3,21.1,91.2,28.5,31.7,89.9,9.13,11.8,77.6,0.13,0.08,0.05,0.78,5.54,0.91,0.09,4.24,Matches
135,Ralf Fährmann\Ralf-Fahrmann,de GER,GK,Norwich City,30,1988,0.2,35.0,50.0,70.0,635.0,395.0,25.0,25.0,100.0,0.00,5.00,0.0,10.0,20.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,Akin Famewo\Akin-Famewo,eng ENG,MF,Norwich City,20,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,,Matches
137,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,28,1991,24.9,40.0,51.8,77.2,651.8,271.2,21.4,24.5,87.4,14.4,18.6,77.5,3.37,6.83,49.4,0.00,0.06,-0.06,0.76,2.21,1.12,0.64,3.09,Matches
138,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,24,1994,13.2,46.1,64.6,71.3,886.2,244.9,21.6,25.7,84.1,16.7,21.5,77.5,7.35,14.5,50.5,0.53,0.19,0.34,2.58,5.45,1.74,0.15,6.06,Matches
139,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,20,1999,0.8,50.0,63.8,78.4,720.0,211.3,27.5,31.3,88.0,17.5,23.8,73.7,1.25,2.50,50.0,0.00,0.25,-0.25,2.50,1.25,3.75,1.25,6.25,Matches
140,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,30,1989,29.1,31.2,40.7,76.6,690.6,275.8,9.42,10.8,87.5,14.7,17.5,83.9,6.60,11.1,59.3,0.07,0.01,0.06,0.10,1.44,0.24,0.14,1.10,Matches
141,Fernandinho\Fernandinho,br BRA,DF,Manchester City,34,1985,26.6,74.6,82.3,90.6,1662.4,534.7,19.7,21.3,92.2,40.5,42.9,94.5,14.0,17.1,81.9,0.04,0.02,0.02,0.26,8.50,0.41,0.04,6.20,Matches
142,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,27,1991,33.2,28.0,35.3,79.5,431.8,108.1,15.2,18.2,83.7,9.64,11.6,82.9,1.93,2.44,79.0,0.24,0.19,0.05,1.48,2.08,1.05,0.00,3.10,Matches
143,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,27,1991,28.0,30.5,41.6,73.4,543.1,177.4,14.4,16.8,85.9,10.9,13.2,82.4,4.11,8.79,46.7,0.07,0.12,-0.05,1.36,3.25,1.14,0.25,3.43,Matches
144,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,19,2000,10.0,43.1,50.8,84.8,692.2,135.7,25.7,28.2,91.1,12.7,14.7,86.4,3.70,5.60,66.1,0.20,0.20,0.00,1.80,2.80,1.30,0.20,3.20,Matches
145,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,23,1996,24.1,28.2,37.2,75.8,455.0,125.5,15.6,17.7,88.3,8.51,11.3,75.4,2.90,5.15,56.5,0.21,0.09,0.12,0.75,2.03,1.12,0.25,2.70,Matches
146,Ben Foster\Ben-Foster,eng ENG,GK,Watford,36,1983,38.0,14.0,31.6,44.4,653.2,531.6,0.79,0.79,100.0,3.26,3.39,96.1,9.95,27.4,36.3,0.00,0.00,0.00,0.00,0.79,0.05,0.00,0.00,Matches
147,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,1.5,41.3,48.7,84.9,717.3,202.0,18.7,20.7,90.3,17.3,20.7,83.9,4.00,4.67,85.7,0.00,0.07,-0.07,1.33,1.33,0.00,0.00,3.33,Matches
148,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,26,1993,0.7,14.3,18.6,76.9,245.7,90.0,4.29,4.29,100.0,8.57,10.0,85.7,0.00,1.43,0.0,0.00,0.00,0.00,1.43,1.43,0.00,0.00,2.86,Matches
149,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,21,1998,0.8,66.3,75.0,88.3,1283.8,426.3,26.3,28.8,91.3,32.5,33.8,96.3,7.50,12.5,60.0,0.00,0.00,0.00,1.25,3.75,0.00,0.00,5.00,Matches
150,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,34,1985,10.8,39.4,50.4,78.1,827.9,315.9,13.1,15.3,86.1,19.7,22.6,87.3,6.39,11.8,54.3,0.00,0.03,-0.03,0.37,2.41,0.46,0.37,2.50,Matches
151,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,25,1994,23.0,28.2,41.3,68.2,481.5,186.4,13.9,16.4,84.9,10.6,14.6,72.6,3.00,8.00,37.5,0.17,0.18,-0.00,1.87,2.39,1.78,0.30,4.65,Matches
152,Fred\Fred,br BRA,MF,Manchester Utd,26,1993,24.0,61.0,71.4,85.4,1226.5,302.9,23.3,25.7,90.6,26.2,28.7,91.3,10.5,14.7,71.7,0.00,0.10,-0.10,1.54,6.46,0.63,0.13,5.46,Matches
153,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,26,1992,24.9,31.9,44.0,72.5,514.9,217.5,16.6,19.3,86.3,11.8,16.3,72.5,2.53,5.66,44.7,0.12,0.10,0.02,1.00,1.77,1.00,0.60,2.29,Matches
154,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,27,1992,0.1,20.0,20.0,100.0,280.0,60.0,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
155,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,27,1992,4.1,26.8,36.6,73.3,385.9,118.0,18.3,21.5,85.2,5.12,7.07,72.4,2.44,4.63,52.6,0.00,0.07,-0.07,0.73,1.95,0.98,0.73,1.95,Matches
156,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,33,1986,8.6,59.3,73.3,81.0,1151.6,433.4,23.3,25.8,90.1,27.1,29.8,91.0,8.26,15.7,52.6,0.00,0.01,-0.01,0.23,4.77,0.58,0.12,4.07,Matches
157,Eric García\Eric-Garcia,es ESP,DF,Manchester City,18,2001,8.8,76.4,80.1,95.3,1572.6,423.5,23.5,24.7,95.4,41.7,43.0,97.1,10.5,11.2,92.9,0.00,0.01,-0.01,0.23,4.77,0.11,0.11,4.55,Matches
158,James Garner\James-Garner,eng ENG,MF,Manchester Utd,18,2001,0.1,150.0,150.0,100.0,2530.0,440.0,90.0,90.0,100.0,50.0,50.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
159,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,28,1990,9.4,11.7,16.0,73.3,179.0,23.6,6.81,8.51,80.0,2.98,4.57,65.1,1.06,1.60,66.7,0.21,0.09,0.13,0.53,0.64,0.11,0.11,0.74,Matches
160,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,27,1992,17.9,17.8,28.8,61.8,540.8,349.7,4.02,4.08,98.6,7.71,7.77,99.3,6.09,17.0,35.9,0.00,0.02,-0.02,0.06,0.34,0.00,0.00,0.00,Matches
161,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,23,1995,1.5,33.3,44.7,74.6,518.7,122.7,18.7,21.3,87.5,12.0,14.0,85.7,2.00,6.67,30.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,2.67,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,28,1990,38.0,19.1,24.6,77.7,496.6,290.1,5.00,5.00,100.0,9.00,9.13,98.6,5.11,10.3,49.4,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,24,1995,22.8,17.6,27.0,65.4,299.0,85.7,9.65,11.9,81.2,5.04,7.94,63.5,2.28,4.69,48.6,0.18,0.12,0.05,1.40,0.66,0.96,0.66,1.89,Matches
164,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,19,2000,1.4,47.1,58.6,80.5,828.6,208.6,19.3,22.1,87.1,23.6,27.1,86.8,4.29,8.57,50.0,0.00,0.07,-0.07,2.14,3.57,2.14,0.71,5.00,Matches
165,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,18,2001,2.2,68.6,76.8,89.3,1314.5,274.5,30.0,34.1,88.0,26.4,29.1,90.6,10.0,11.4,88.0,0.00,0.05,-0.05,1.82,2.73,0.00,0.00,3.64,Matches
166,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,32,1986,11.0,18.8,27.8,67.6,228.8,26.8,13.2,18.1,72.9,3.91,6.09,64.2,0.55,1.00,54.5,0.00,0.11,-0.11,0.64,0.73,0.36,0.00,0.55,Matches
167,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,21,1998,29.4,48.1,54.6,88.0,1026.9,292.4,15.4,16.6,92.8,24.4,25.9,94.3,7.96,11.3,70.7,0.00,0.00,-0.00,0.10,2.59,0.07,0.00,2.07,Matches
168,André Gomes\Andre-Gomes,pt POR,MF,Everton,26,1993,16.2,44.4,53.0,83.7,1010.7,258.8,13.1,14.9,88.4,21.4,23.7,90.4,9.38,13.2,71.0,0.06,0.06,0.01,0.74,5.56,0.68,0.19,4.69,Matches
169,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,18,2000,0.2,55.0,65.0,84.6,1175.0,415.0,15.0,20.0,75.0,20.0,25.0,80.0,15.0,15.0,100.0,0.00,0.50,-0.50,10.0,5.00,10.0,0.00,15.0,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,22,1997,22.3,78.2,87.9,88.9,1765.4,469.0,18.5,20.6,89.6,43.3,45.8,94.5,15.8,20.4,77.4,0.00,0.01,-0.01,0.22,5.83,0.49,0.09,4.13,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,18,2001,4.9,19.6,25.3,77.4,351.8,92.7,9.18,10.8,84.9,8.37,10.2,82.0,2.04,3.67,55.6,0.20,0.08,0.12,1.22,1.22,0.20,0.00,1.22,Matches
172,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,29,1990,14.0,28.9,36.4,79.4,475.2,116.0,14.0,16.4,85.6,11.5,13.4,86.1,2.43,4.07,59.6,0.07,0.07,0.00,0.71,2.36,0.50,0.14,2.86,Matches
173,Andre Gray\Andre-Gray,eng ENG,FW,Watford,28,1991,8.4,12.1,18.5,65.8,181.3,40.5,7.02,10.0,70.2,3.45,4.52,76.3,0.95,1.67,57.1,0.00,0.17,-0.17,0.95,0.83,0.71,0.12,1.07,Matches
